,imagename,Channels,Height,Width,Zero_non_zero_pixel_ratio,minPixelValue,maxPixelValue,class
7610,../input/eurosat-dataset/EuroSATallBands/River/River_532.tif,13,64,64,0.0,7.0,4263.0,River
7197,../input/eurosat-dataset/EuroSATallBands/River/River_1482.tif,13,64,64,0.0,6.0,5408.0,River
8104,../input/eurosat-dataset/EuroSATallBands/River/River_376.tif,13,64,64,0.0,4.0,4212.0,River
6305,../input/eurosat-dataset/EuroSATallBands/River/River_1951.tif,13,64,64,0.0,5.0,5395.0,River
7959,../input/eurosat-dataset/EuroSATallBands/River/River_158.tif,13,64,64,0.0,6.0,5273.0,River
8369,../input/eurosat-dataset/EuroSATallBands/River/River_1049.tif,13,64,64,0.0,11.0,3298.0,River
7722,../input/eurosat-dataset/EuroSATallBands/River/River_2086.tif,13,64,64,0.0,7.0,5262.0,River
6771,../input/eurosat-dataset/EuroSATallBands/River/River_2477.tif,13,64,64,0.0,8.0,4699.0,River
8465,../input/eurosat-dataset/EuroSATallBands/River/River_706.tif,13,64,64,0.0,7.0,4606.0,River
6661,../input/eurosat-dataset/EuroSATallBands/River/River_2409.tif,13,64,64,0.0,4.0,4282.0,River
6304,../input/eurosat-dataset/EuroSATallBands/River/River_1949.tif,13,64,64,0.0,7.0,5079.0,River
8411,../input/eurosat-dataset/EuroSATallBands/River/River_50.tif,13,64,64,0.0,5.0,4840.0,River
6531,../input/eurosat-dataset/EuroSATallBands/River/River_246.tif,13,64,64,0.0,6.0,4042.0,River
6276,../input/eurosat-dataset/EuroSATallBands/River/River_2432.tif,13,64,64,0.0,9.0,5461.0,River
7635,../input/eurosat-dataset/EuroSATallBands/River/River_2353.tif,13,64,64,0.0,10.0,4208.0,River
6351,../input/eurosat-dataset/EuroSATallBands/River/River_964.tif,13,64,64,0.0,9.0,3692.0,River
8559,../input/eurosat-dataset/EuroSATallBands/River/River_400.tif,13,64,64,0.0,6.0,3816.0,River
8412,../input/eurosat-dataset/EuroSATallBands/River/River_193.tif,13,64,64,0.0,10.0,3152.0,River
7510,../input/eurosat-dataset/EuroSATallBands/River/River_772.tif,13,64,64,0.0,7.0,4077.0,River
8159,../input/eurosat-dataset/EuroSATallBands/River/River_1884.tif,13,64,64,0.0,4.0,4799.0,River
6510,../input/eurosat-dataset/EuroSATallBands/River/River_315.tif,13,64,64,0.0,9.0,4748.0,River
7413,../input/eurosat-dataset/EuroSATallBands/River/River_69.tif,13,64,64,0.0,8.0,4391.0,River
7355,../input/eurosat-dataset/EuroSATallBands/River/River_2020.tif,13,64,64,0.0,8.0,4941.0,River
7963,../input/eurosat-dataset/EuroSATallBands/River/River_1637.tif,13,64,64,0.0,6.0,4878.0,River
6499,../input/eurosat-dataset/EuroSATallBands/River/River_1556.tif,13,64,64,0.0,8.0,4001.0,River
7741,../input/eurosat-dataset/EuroSATallBands/River/River_1332.tif,13,64,64,0.0,5.0,4279.0,River
7972,../input/eurosat-dataset/EuroSATallBands/River/River_2216.tif,13,64,64,0.0,9.0,4557.0,River
8340,../input/eurosat-dataset/EuroSATallBands/River/River_961.tif,13,64,64,0.0,7.0,4374.0,River
6666,../input/eurosat-dataset/EuroSATallBands/River/River_855.tif,13,64,64,0.0,9.0,2985.0,River
6258,../input/eurosat-dataset/EuroSATallBands/River/River_1746.tif,13,64,64,0.0,5.0,4479.0,River
7300,../input/eurosat-dataset/EuroSATallBands/River/River_1728.tif,13,64,64,0.0,7.0,4926.0,River
8493,../input/eurosat-dataset/EuroSATallBands/River/River_989.tif,13,64,64,0.0,7.0,5216.0,River
6885,../input/eurosat-dataset/EuroSATallBands/River/River_535.tif,13,64,64,0.0,11.0,3078.0,River
6789,../input/eurosat-dataset/EuroSATallBands/River/River_2047.tif,13,64,64,0.0,6.0,4214.0,River
6494,../input/eurosat-dataset/EuroSATallBands/River/River_2234.tif,13,64,64,0.0,8.0,4915.0,River
6475,../input/eurosat-dataset/EuroSATallBands/River/River_1605.tif,13,64,64,0.0,6.0,5279.0,River
6431,../input/eurosat-dataset/EuroSATallBands/River/River_1859.tif,13,64,64,0.0,7.0,4675.0,River
7502,../input/eurosat-dataset/EuroSATallBands/River/River_1246.tif,13,64,64,0.0,9.0,2604.0,River
7956,../input/eurosat-dataset/EuroSATallBands/River/River_1120.tif,13,64,64,0.0,5.0,4256.0,River
6625,../input/eurosat-dataset/EuroSATallBands/River/River_802.tif,13,64,64,0.0,6.0,4685.0,River
6790,../input/eurosat-dataset/EuroSATallBands/River/River_293.tif,13,64,64,0.0,6.0,3799.0,River
6415,../input/eurosat-dataset/EuroSATallBands/River/River_1206.tif,13,64,64,0.0,12.0,4283.0,River
7912,../input/eurosat-dataset/EuroSATallBands/River/River_139.tif,13,64,64,0.0,8.0,2993.0,River
8263,../input/eurosat-dataset/EuroSATallBands/River/River_616.tif,13,64,64,0.0,7.0,4245.0,River
7862,../input/eurosat-dataset/EuroSATallBands/River/River_1922.tif,13,64,64,0.0,10.0,3207.0,River
7362,../input/eurosat-dataset/EuroSATallBands/River/River_64.tif,13,64,64,0.0,6.0,4256.0,River
8000,../input/eurosat-dataset/EuroSATallBands/River/River_601.tif,13,64,64,0.0,12.0,4179.0,River
6359,../input/eurosat-dataset/EuroSATallBands/River/River_680.tif,13,64,64,0.0,6.0,4993.0,River
7128,../input/eurosat-dataset/EuroSATallBands/River/River_1533.tif,13,64,64,0.0,6.0,4008.0,River
7791,../input/eurosat-dataset/EuroSATallBands/River/River_2238.tif,13,64,64,0.0,8.0,4935.0,River
6363,../input/eurosat-dataset/EuroSATallBands/River/River_1358.tif,13,64,64,0.0,8.0,5249.0,River
6352,../input/eurosat-dataset/EuroSATallBands/River/River_636.tif,13,64,64,0.0,6.0,4200.0,River
8497,../input/eurosat-dataset/EuroSATallBands/River/River_2348.tif,13,64,64,0.0,6.0,4618.0,River
6640,../input/eurosat-dataset/EuroSATallBands/River/River_2400.tif,13,64,64,0.0,5.0,4620.0,River
8458,../input/eurosat-dataset/EuroSATallBands/River/River_2269.tif,13,64,64,0.0,14.0,4752.0,River
7826,../input/eurosat-dataset/EuroSATallBands/River/River_590.tif,13,64,64,0.0,5.0,4693.0,River
6445,../input/eurosat-dataset/EuroSATallBands/River/River_2055.tif,13,64,64,0.0,5.0,3870.0,River
7981,../input/eurosat-dataset/EuroSATallBands/River/River_2337.tif,13,64,64,0.0,10.0,3016.0,River
7998,../input/eurosat-dataset/EuroSATallBands/River/River_1243.tif,13,64,64,0.0,6.0,4840.0,River
7194,../input/eurosat-dataset/EuroSATallBands/River/River_145.tif,13,64,64,0.0,4.0,5022.0,River
7532,../input/eurosat-dataset/EuroSATallBands/River/River_1525.tif,13,64,64,0.0,5.0,5184.0,River
8151,../input/eurosat-dataset/EuroSATallBands/River/River_2034.tif,13,64,64,0.0,7.0,4968.0,River
8551,../input/eurosat-dataset/EuroSATallBands/River/River_1660.tif,13,64,64,0.0,8.0,5138.0,River
7733,../input/eurosat-dataset/EuroSATallBands/River/River_1397.tif,13,64,64,0.0,6.0,5287.0,River
7017,../input/eurosat-dataset/EuroSATallBands/River/River_878.tif,13,64,64,0.0,10.0,4945.0,River
8687,../input/eurosat-dataset/EuroSATallBands/River/River_383.tif,13,64,64,0.0,6.0,4125.0,River
7833,../input/eurosat-dataset/EuroSATallBands/River/River_2073.tif,13,64,64,0.0,8.0,4021.0,River
6638,../input/eurosat-dataset/EuroSATallBands/River/River_1275.tif,13,64,64,0.0,8.0,3942.0,River
8292,../input/eurosat-dataset/EuroSATallBands/River/River_317.tif,13,64,64,0.0,5.0,5210.0,River
7537,../input/eurosat-dataset/EuroSATallBands/River/River_290.tif,13,64,64,0.0,13.0,3632.0,River
6458,../input/eurosat-dataset/EuroSATallBands/River/River_287.tif,13,64,64,0.0,9.0,4444.0,River
8630,../input/eurosat-dataset/EuroSATallBands/River/River_1470.tif,13,64,64,0.0,7.0,5435.0,River
8345,../input/eurosat-dataset/EuroSATallBands/River/River_433.tif,13,64,64,0.0,5.0,4711.0,River
7009,../input/eurosat-dataset/EuroSATallBands/River/River_850.tif,13,64,64,0.0,4.0,5114.0,River
6340,../input/eurosat-dataset/EuroSATallBands/River/River_1304.tif,13,64,64,0.0,6.0,4295.0,River
8739,../input/eurosat-dataset/EuroSATallBands/River/River_1656.tif,13,64,64,0.0,9.0,3762.0,River
6500,../input/eurosat-dataset/EuroSATallBands/River/River_534.tif,13,64,64,0.0,7.0,4471.0,River
8287,../input/eurosat-dataset/EuroSATallBands/River/River_2041.tif,13,64,64,0.0,9.0,5274.0,River
7536,../input/eurosat-dataset/EuroSATallBands/River/River_97.tif,13,64,64,0.0,5.0,4739.0,River
8372,../input/eurosat-dataset/EuroSATallBands/River/River_1578.tif,13,64,64,0.0,6.0,4939.0,River
7558,../input/eurosat-dataset/EuroSATallBands/River/River_379.tif,13,64,64,0.0,6.0,4544.0,River
7196,../input/eurosat-dataset/EuroSATallBands/River/River_78.tif,13,64,64,0.0,6.0,5228.0,River
6676,../input/eurosat-dataset/EuroSATallBands/River/River_610.tif,13,64,64,0.0,8.0,5491.0,River
8344,../input/eurosat-dataset/EuroSATallBands/River/River_2401.tif,13,64,64,0.0,6.0,3839.0,River
7604,../input/eurosat-dataset/EuroSATallBands/River/River_2372.tif,13,64,64,0.0,11.0,3723.0,River
7023,../input/eurosat-dataset/EuroSATallBands/River/River_1877.tif,13,64,64,0.0,5.0,5338.0,River
6469,../input/eurosat-dataset/EuroSATallBands/River/River_157.tif,13,64,64,0.0,8.0,4013.0,River
7011,../input/eurosat-dataset/EuroSATallBands/River/River_1624.tif,13,64,64,0.0,8.0,2688.0,River
8455,../input/eurosat-dataset/EuroSATallBands/River/River_71.tif,13,64,64,0.0,8.0,4723.0,River
6637,../input/eurosat-dataset/EuroSATallBands/River/River_1072.tif,13,64,64,0.0,4.0,4515.0,River
8131,../input/eurosat-dataset/EuroSATallBands/River/River_381.tif,13,64,64,0.0,7.0,5496.0,River
7311,../input/eurosat-dataset/EuroSATallBands/River/River_949.tif,13,64,64,0.0,6.0,2383.0,River
7832,../input/eurosat-dataset/EuroSATallBands/River/River_619.tif,13,64,64,0.0,8.0,4948.0,River
6395,../input/eurosat-dataset/EuroSATallBands/River/River_2146.tif,13,64,64,0.0,4.0,5204.0,River
8517,../input/eurosat-dataset/EuroSATallBands/River/River_1707.tif,13,64,64,0.0,4.0,3825.0,River
7904,../input/eurosat-dataset/EuroSATallBands/River/River_2005.tif,13,64,64,0.0,12.0,4716.0,River
7149,../input/eurosat-dataset/EuroSATallBands/River/River_900.tif,13,64,64,0.0,7.0,5461.0,River
8538,../input/eurosat-dataset/EuroSATallBands/River/River_1727.tif,13,64,64,0.0,8.0,3681.0,River
7767,../input/eurosat-dataset/EuroSATallBands/River/River_1816.tif,13,64,64,0.0,5.0,5129.0,River
8655,../input/eurosat-dataset/EuroSATallBands/River/River_1503.tif,13,64,64,0.0,4.0,5038.0,River
8474,../input/eurosat-dataset/EuroSATallBands/River/River_1208.tif,13,64,64,0.0,5.0,4645.0,River
7116,../input/eurosat-dataset/EuroSATallBands/River/River_934.tif,13,64,64,0.0,10.0,4012.0,River
6456,../input/eurosat-dataset/EuroSATallBands/River/River_1091.tif,13,64,64,0.0,5.0,3707.0,River
7144,../input/eurosat-dataset/EuroSATallBands/River/River_316.tif,13,64,64,0.0,5.0,4299.0,River
8032,../input/eurosat-dataset/EuroSATallBands/River/River_2359.tif,13,64,64,0.0,7.0,4826.0,River
8261,../input/eurosat-dataset/EuroSATallBands/River/River_2173.tif,13,64,64,0.0,12.0,3167.0,River
8197,../input/eurosat-dataset/EuroSATallBands/River/River_1869.tif,13,64,64,0.0,12.0,4291.0,River
6792,../input/eurosat-dataset/EuroSATallBands/River/River_1648.tif,13,64,64,0.0,6.0,4372.0,River
7122,../input/eurosat-dataset/EuroSATallBands/River/River_2292.tif,13,64,64,0.0,6.0,5011.0,River
8142,../input/eurosat-dataset/EuroSATallBands/River/River_686.tif,13,64,64,0.0,5.0,4518.0,River
6578,../input/eurosat-dataset/EuroSATallBands/River/River_2207.tif,13,64,64,0.0,5.0,4182.0,River
7105,../input/eurosat-dataset/EuroSATallBands/River/River_2371.tif,13,64,64,0.0,6.0,4986.0,River
6756,../input/eurosat-dataset/EuroSATallBands/River/River_2273.tif,13,64,64,0.0,7.0,4823.0,River
7384,../input/eurosat-dataset/EuroSATallBands/River/River_1128.tif,13,64,64,0.0,10.0,5099.0,River
6542,../input/eurosat-dataset/EuroSATallBands/River/River_161.tif,13,64,64,0.0,5.0,4232.0,River
6635,../input/eurosat-dataset/EuroSATallBands/River/River_58.tif,13,64,64,0.0,8.0,5017.0,River
6282,../input/eurosat-dataset/EuroSATallBands/River/River_911.tif,13,64,64,0.0,8.0,4975.0,River
8545,../input/eurosat-dataset/EuroSATallBands/River/River_1845.tif,13,64,64,0.0,6.0,3791.0,River
6292,../input/eurosat-dataset/EuroSATallBands/River/River_237.tif,13,64,64,0.0,12.0,3982.0,River
7411,../input/eurosat-dataset/EuroSATallBands/River/River_1234.tif,13,64,64,0.0,6.0,4556.0,River
6783,../input/eurosat-dataset/EuroSATallBands/River/River_510.tif,13,64,64,0.0,9.0,3793.0,River
7702,../input/eurosat-dataset/EuroSATallBands/River/River_2023.tif,13,64,64,0.0,6.0,4084.0,River
8567,../input/eurosat-dataset/EuroSATallBands/River/River_1236.tif,13,64,64,0.0,6.0,4705.0,River
8729,../input/eurosat-dataset/EuroSATallBands/River/River_2265.tif,13,64,64,0.0,12.0,4701.0,River
6946,../input/eurosat-dataset/EuroSATallBands/River/River_2391.tif,13,64,64,0.0,7.0,5078.0,River
6758,../input/eurosat-dataset/EuroSATallBands/River/River_1082.tif,13,64,64,0.0,7.0,3559.0,River
6284,../input/eurosat-dataset/EuroSATallBands/River/River_2475.tif,13,64,64,0.0,8.0,4905.0,River
7927,../input/eurosat-dataset/EuroSATallBands/River/River_522.tif,13,64,64,0.0,9.0,4499.0,River
8346,../input/eurosat-dataset/EuroSATallBands/River/River_1621.tif,13,64,64,0.0,6.0,4923.0,River
7099,../input/eurosat-dataset/EuroSATallBands/River/River_2236.tif,13,64,64,0.0,9.0,3726.0,River
7045,../input/eurosat-dataset/EuroSATallBands/River/River_2067.tif,13,64,64,0.0,6.0,3664.0,River
7211,../input/eurosat-dataset/EuroSATallBands/River/River_809.tif,13,64,64,0.0,9.0,5047.0,River
7365,../input/eurosat-dataset/EuroSATallBands/River/River_1392.tif,13,64,64,0.0,8.0,5377.0,River
6419,../input/eurosat-dataset/EuroSATallBands/River/River_557.tif,13,64,64,0.0,6.0,4862.0,River
8061,../input/eurosat-dataset/EuroSATallBands/River/River_539.tif,13,64,64,0.0,7.0,5118.0,River
7155,../input/eurosat-dataset/EuroSATallBands/River/River_1546.tif,13,64,64,0.0,8.0,4942.0,River
6839,../input/eurosat-dataset/EuroSATallBands/River/River_305.tif,13,64,64,0.0,11.0,4065.0,River
6411,../input/eurosat-dataset/EuroSATallBands/River/River_2241.tif,13,64,64,0.0,7.0,5387.0,River
8038,../input/eurosat-dataset/EuroSATallBands/River/River_1329.tif,13,64,64,0.0,7.0,4133.0,River
7094,../input/eurosat-dataset/EuroSATallBands/River/River_1680.tif,13,64,64,0.0,6.0,5045.0,River
7613,../input/eurosat-dataset/EuroSATallBands/River/River_2109.tif,13,64,64,0.0,4.0,4886.0,River
6763,../input/eurosat-dataset/EuroSATallBands/River/River_2004.tif,13,64,64,0.0,9.0,4972.0,River
8585,../input/eurosat-dataset/EuroSATallBands/River/River_1544.tif,13,64,64,0.0,7.0,4737.0,River
6665,../input/eurosat-dataset/EuroSATallBands/River/River_818.tif,13,64,64,0.0,6.0,4811.0,River
8717,../input/eurosat-dataset/EuroSATallBands/River/River_1066.tif,13,64,64,0.0,5.0,4258.0,River
7783,../input/eurosat-dataset/EuroSATallBands/River/River_2300.tif,13,64,64,0.0,11.0,4690.0,River
6521,../input/eurosat-dataset/EuroSATallBands/River/River_1880.tif,13,64,64,0.0,6.0,4634.0,River
7800,../input/eurosat-dataset/EuroSATallBands/River/River_1340.tif,13,64,64,0.0,6.0,4779.0,River
6471,../input/eurosat-dataset/EuroSATallBands/River/River_345.tif,13,64,64,0.0,6.0,4531.0,River
8727,../input/eurosat-dataset/EuroSATallBands/River/River_273.tif,13,64,64,0.0,7.0,4898.0,River
7048,../input/eurosat-dataset/EuroSATallBands/River/River_103.tif,13,64,64,0.0,5.0,4117.0,River
6924,../input/eurosat-dataset/EuroSATallBands/River/River_646.tif,13,64,64,0.0,7.0,4797.0,River
6399,../input/eurosat-dataset/EuroSATallBands/River/River_1011.tif,13,64,64,0.0,7.0,4521.0,River
8270,../input/eurosat-dataset/EuroSATallBands/River/River_2211.tif,13,64,64,0.0,7.0,4745.0,River
7640,../input/eurosat-dataset/EuroSATallBands/River/River_2032.tif,13,64,64,0.0,6.0,5265.0,River
6962,../input/eurosat-dataset/EuroSATallBands/River/River_244.tif,13,64,64,0.0,10.0,5203.0,River
8182,../input/eurosat-dataset/EuroSATallBands/River/River_1343.tif,13,64,64,0.0,9.0,3596.0,River
8114,../input/eurosat-dataset/EuroSATallBands/River/River_130.tif,13,64,64,0.0,8.0,4557.0,River
6369,../input/eurosat-dataset/EuroSATallBands/River/River_1773.tif,13,64,64,0.0,10.0,3296.0,River
6959,../input/eurosat-dataset/EuroSATallBands/River/River_1489.tif,13,64,64,0.0,7.0,4794.0,River
6987,../input/eurosat-dataset/EuroSATallBands/River/River_88.tif,13,64,64,0.0,7.0,5284.0,River
6330,../input/eurosat-dataset/EuroSATallBands/River/River_785.tif,13,64,64,0.0,5.0,5234.0,River
8272,../input/eurosat-dataset/EuroSATallBands/River/River_164.tif,13,64,64,0.0,9.0,3201.0,River
8695,../input/eurosat-dataset/EuroSATallBands/River/River_700.tif,13,64,64,0.0,7.0,4120.0,River
8359,../input/eurosat-dataset/EuroSATallBands/River/River_576.tif,13,64,64,0.0,5.0,4718.0,River
8034,../input/eurosat-dataset/EuroSATallBands/River/River_545.tif,13,64,64,0.0,6.0,5089.0,River
7188,../input/eurosat-dataset/EuroSATallBands/River/River_20.tif,13,64,64,0.0,6.0,4520.0,River
6514,../input/eurosat-dataset/EuroSATallBands/River/River_474.tif,13,64,64,0.0,7.0,4809.0,River
7770,../input/eurosat-dataset/EuroSATallBands/River/River_1757.tif,13,64,64,0.0,8.0,5401.0,River
6294,../input/eurosat-dataset/EuroSATallBands/River/River_464.tif,13,64,64,0.0,5.0,4134.0,River
7999,../input/eurosat-dataset/EuroSATallBands/River/River_404.tif,13,64,64,0.0,7.0,5006.0,River
8031,../input/eurosat-dataset/EuroSATallBands/River/River_2042.tif,13,64,64,0.0,8.0,4013.0,River
6556,../input/eurosat-dataset/EuroSATallBands/River/River_1032.tif,13,64,64,0.0,7.0,4375.0,River
7686,../input/eurosat-dataset/EuroSATallBands/River/River_119.tif,13,64,64,0.0,10.0,5380.0,River
7267,../input/eurosat-dataset/EuroSATallBands/River/River_2058.tif,13,64,64,0.0,6.0,4562.0,River
7464,../input/eurosat-dataset/EuroSATallBands/River/River_131.tif,13,64,64,0.0,5.0,4291.0,River
8183,../input/eurosat-dataset/EuroSATallBands/River/River_672.tif,13,64,64,0.0,6.0,4767.0,River
6562,../input/eurosat-dataset/EuroSATallBands/River/River_2414.tif,13,64,64,0.0,8.0,5106.0,River
8434,../input/eurosat-dataset/EuroSATallBands/River/River_266.tif,13,64,64,0.0,6.0,4580.0,River
6537,../input/eurosat-dataset/EuroSATallBands/River/River_1666.tif,13,64,64,0.0,11.0,5431.0,River
8178,../input/eurosat-dataset/EuroSATallBands/River/River_1052.tif,13,64,64,0.0,6.0,4077.0,River
8416,../input/eurosat-dataset/EuroSATallBands/River/River_441.tif,13,64,64,0.0,9.0,3992.0,River
8660,../input/eurosat-dataset/EuroSATallBands/River/River_259.tif,13,64,64,0.0,8.0,5120.0,River
8342,../input/eurosat-dataset/EuroSATallBands/River/River_1278.tif,13,64,64,0.0,6.0,5275.0,River
8327,../input/eurosat-dataset/EuroSATallBands/River/River_862.tif,13,64,64,0.0,5.0,4990.0,River
6822,../input/eurosat-dataset/EuroSATallBands/River/River_1267.tif,13,64,64,0.0,7.0,4454.0,River
6289,../input/eurosat-dataset/EuroSATallBands/River/River_971.tif,13,64,64,0.0,5.0,4864.0,River
7776,../input/eurosat-dataset/EuroSATallBands/River/River_2367.tif,13,64,64,0.0,7.0,4557.0,River
7279,../input/eurosat-dataset/EuroSATallBands/River/River_318.tif,13,64,64,0.0,10.0,5335.0,River
7138,../input/eurosat-dataset/EuroSATallBands/River/River_1456.tif,13,64,64,0.0,6.0,5166.0,River
7157,../input/eurosat-dataset/EuroSATallBands/River/River_1355.tif,13,64,64,0.0,6.0,4169.0,River
7277,../input/eurosat-dataset/EuroSATallBands/River/River_1449.tif,13,64,64,0.0,6.0,5220.0,River
7948,../input/eurosat-dataset/EuroSATallBands/River/River_1393.tif,13,64,64,0.0,8.0,5420.0,River
8033,../input/eurosat-dataset/EuroSATallBands/River/River_652.tif,13,64,64,0.0,5.0,4796.0,River
7492,../input/eurosat-dataset/EuroSATallBands/River/River_1530.tif,13,64,64,0.0,10.0,3753.0,River
8389,../input/eurosat-dataset/EuroSATallBands/River/River_2003.tif,13,64,64,0.0,6.0,4942.0,River
8271,../input/eurosat-dataset/EuroSATallBands/River/River_2135.tif,13,64,64,0.0,6.0,4362.0,River
7802,../input/eurosat-dataset/EuroSATallBands/River/River_206.tif,13,64,64,0.0,8.0,5335.0,River
6323,../input/eurosat-dataset/EuroSATallBands/River/River_1181.tif,13,64,64,0.0,5.0,3799.0,River
7910,../input/eurosat-dataset/EuroSATallBands/River/River_729.tif,13,64,64,0.0,7.0,4602.0,River
7742,../input/eurosat-dataset/EuroSATallBands/River/River_880.tif,13,64,64,0.0,6.0,5080.0,River
7249,../input/eurosat-dataset/EuroSATallBands/River/River_79.tif,13,64,64,0.0,8.0,4685.0,River
7738,../input/eurosat-dataset/EuroSATallBands/River/River_2378.tif,13,64,64,0.0,6.0,4948.0,River
7110,../input/eurosat-dataset/EuroSATallBands/River/River_520.tif,13,64,64,0.0,4.0,5021.0,River
7046,../input/eurosat-dataset/EuroSATallBands/River/River_245.tif,13,64,64,0.0,6.0,4775.0,River
6831,../input/eurosat-dataset/EuroSATallBands/River/River_2427.tif,13,64,64,0.0,8.0,4948.0,River
7534,../input/eurosat-dataset/EuroSATallBands/River/River_597.tif,13,64,64,0.0,6.0,5467.0,River
6526,../input/eurosat-dataset/EuroSATallBands/River/River_1408.tif,13,64,64,0.0,5.0,4295.0,River
8665,../input/eurosat-dataset/EuroSATallBands/River/River_2493.tif,13,64,64,0.0,28.0,5115.0,River
8049,../input/eurosat-dataset/EuroSATallBands/River/River_1663.tif,13,64,64,0.0,10.0,4677.0,River
6937,../input/eurosat-dataset/EuroSATallBands/River/River_490.tif,13,64,64,0.0,6.0,5316.0,River
6396,../input/eurosat-dataset/EuroSATallBands/River/River_388.tif,13,64,64,0.0,6.0,4971.0,River
7444,../input/eurosat-dataset/EuroSATallBands/River/River_2206.tif,13,64,64,0.0,4.0,4602.0,River
8063,../input/eurosat-dataset/EuroSATallBands/River/River_1870.tif,13,64,64,0.0,6.0,5482.0,River
6847,../input/eurosat-dataset/EuroSATallBands/River/River_1798.tif,13,64,64,0.0,6.0,4512.0,River
7373,../input/eurosat-dataset/EuroSATallBands/River/River_1010.tif,13,64,64,0.0,8.0,4298.0,River
6884,../input/eurosat-dataset/EuroSATallBands/River/River_1695.tif,13,64,64,0.0,7.0,4254.0,River
6687,../input/eurosat-dataset/EuroSATallBands/River/River_920.tif,13,64,64,0.0,6.0,5010.0,River
7043,../input/eurosat-dataset/EuroSATallBands/River/River_842.tif,13,64,64,0.0,9.0,4633.0,River
7711,../input/eurosat-dataset/EuroSATallBands/River/River_1830.tif,13,64,64,0.0,9.0,5118.0,River
6644,../input/eurosat-dataset/EuroSATallBands/River/River_617.tif,13,64,64,0.0,14.0,5401.0,River
6378,../input/eurosat-dataset/EuroSATallBands/River/River_248.tif,13,64,64,0.0,6.0,5175.0,River
7530,../input/eurosat-dataset/EuroSATallBands/River/River_1084.tif,13,64,64,0.0,7.0,4682.0,River
8139,../input/eurosat-dataset/EuroSATallBands/River/River_1818.tif,13,64,64,0.0,6.0,4083.0,River
7503,../input/eurosat-dataset/EuroSATallBands/River/River_2101.tif,13,64,64,0.0,8.0,4623.0,River
2660,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_1897.tif,13,64,64,0.0,4.0,3479.0,SeaLake
829,../input/eurosat-dataset/EuroSATallBands/SeaLake/Jakarta_000349.tif,13,64,64,0.0,13.0,1430.0,SeaLake
2409,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2905.tif,13,64,64,0.0,5.0,1078.0,SeaLake
30,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2486.tif,13,64,64,0.0,3.0,1636.0,SeaLake
2740,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_1669.tif,13,64,64,0.0,4.0,3795.0,SeaLake
2671,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_1025.tif,13,64,64,0.0,2.0,1145.0,SeaLake
375,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_107.tif,13,64,64,0.0,3.0,1225.0,SeaLake
2363,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_1315.tif,13,64,64,0.0,7.0,1376.0,SeaLake
2117,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2252.tif,13,64,64,0.0,5.0,1127.0,SeaLake
1476,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_1562.tif,13,64,64,0.0,5.0,2666.0,SeaLake
2864,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_544.tif,13,64,64,0.0,5.0,1454.0,SeaLake
464,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_154.tif,13,64,64,0.0,7.0,3719.0,SeaLake
2468,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_1193.tif,13,64,64,0.0,7.0,1186.0,SeaLake
2824,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2664.tif,13,64,64,0.0,6.0,1176.0,SeaLake
1405,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_328.tif,13,64,64,0.0,4.0,1254.0,SeaLake
3587,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2363.tif,13,64,64,0.0,6.0,1258.0,SeaLake
1089,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2966.tif,13,64,64,0.0,4.0,1631.0,SeaLake
1726,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2887.tif,13,64,64,0.0,3.0,1207.0,SeaLake
2182,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_1756.tif,13,64,64,0.0,3.0,1183.0,SeaLake
1858,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_1042.tif,13,64,64,0.0,5.0,3441.0,SeaLake
2531,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2940.tif,13,64,64,0.0,5.0,1138.0,SeaLake
1712,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2974.tif,13,64,64,0.0,5.0,1028.0,SeaLake
1182,../input/eurosat-dataset/EuroSATallBands/SeaLake/Jakarta_000309.tif,13,64,64,0.0,2.0,1309.0,SeaLake
2528,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2022.tif,13,64,64,0.0,6.0,1227.0,SeaLake
1054,../input/eurosat-dataset/EuroSATallBands/SeaLake/SeaLake_2045.tif,13,64,64,0.0,5.0,3365.0,SeaLake
